symbol,name,exchange,yahoo_symbol,kite_symbol,upstox_instrument_key,sector,industry,base_price,enabled
SAPPL,SHREE AJIT PULP & PAPER L,NSE,SAPPL.NS,NSE:SAPPL,NSE_EQ|INE185C01017,,,100.0,1
SARDAEN,SARDA ENERGY & MIN LTD,NSE,SARDAEN.NS,NSE:SARDAEN,NSE_EQ|INE385C01021,,,100.0,1
SAREGAMA,SAREGAMA INDIA LIMITED,NSE,SAREGAMA.NS,NSE:SAREGAMA,NSE_EQ|INE979A01025,,,100.0,1
SARLAPOLY,SARLA PERF. FIBERS LTD,NSE,SARLAPOLY.NS,NSE:SARLAPOLY,NSE_EQ|INE453D01025,,,100.0,1
SARVESHWAR,SARVESHWAR FOODS LIMITED,NSE,SARVESHWAR.NS,NSE:SARVESHWAR,NSE_EQ|INE324X01026,,,100.0,1
SASKEN,SASKEN TECHNOLOGIES LTD,NSE,SASKEN.NS,NSE:SASKEN,NSE_EQ|INE231F01020,,,100.0,1
SATIA,SATIA INDUSTRIES LIMITED,NSE,SATIA.NS,NSE:SATIA,NSE_EQ|INE170E01023,,,100.0,1
SATIN,SATIN CREDIT NET LTD,NSE,SATIN.NS,NSE:SATIN,NSE_EQ|INE836B01017,,,100.0,1
SAURASHCEM,SAURASHTRA CEMENT LIMITED,NSE,SAURASHCEM.NS,NSE:SAURASHCEM,NSE_EQ|INE626A01014,,,100.0,1
SAYAJIHOTL,SAYAJI HOTELS LTD.,NSE,SAYAJIHOTL.NS,NSE:SAYAJIHOTL,NSE_EQ|INE318C01014,,,100.0,1
SBC,SBC EXPORTS LIMITED,NSE,SBC.NS,NSE:SBC,NSE_EQ|INE04AK01028,,,100.0,1
SBCL,SHIVALIK BIMETAL CON. LTD,NSE,SBCL.NS,NSE:SBCL,NSE_EQ|INE386D01027,,,100.0,1
SBFC,SBFC FINANCE LIMITED,NSE,SBFC.NS,NSE:SBFC,NSE_EQ|INE423Y01016,,,100.0,1
SBGLP,SURATWWALA BUS GROUP LTD,NSE,SBGLP.NS,NSE:SBGLP,NSE_EQ|INE05ST01028,,,100.0,1
SBIBPB,SBIAMC - SBIBPB,NSE,SBIBPB.NS,NSE:SBIBPB,NSE_EQ|INF200KB1712,,,100.0,1
SBICARD,SBI CARDS & PAY SER LTD,NSE,SBICARD.NS,NSE:SBICARD,NSE_EQ|INE018E01016,,,100.0,1
SBIETFCON,SBIAMC - SBIETFCON,NSE,SBIETFCON.NS,NSE:SBIETFCON,NSE_EQ|INF200KA1X17,,,100.0,1
SBIETFIT,SBIAMC - SBIETFIT,NSE,SBIETFIT.NS,NSE:SBIETFIT,NSE_EQ|INF200KA1S14,,,100.0,1
SBIETFPB,SBIAMC - SBIETFPB,NSE,SBIETFPB.NS,NSE:SBIETFPB,NSE_EQ|INF200KA1S22,,,100.0,1
SBIETFQLTY,SBIAMC - SBIETFQLTY,NSE,SBIETFQLTY.NS,NSE:SBIETFQLTY,NSE_EQ|INF200KA1WX6,,,100.0,1
SBILIFE,SBI LIFE INSURANCE CO LTD,NSE,SBILIFE.NS,NSE:SBILIFE,NSE_EQ|INE123W01016,,,100.0,1
SBILIQETF,SBIAMC - SBILIQETF,NSE,SBILIQETF.NS,NSE:SBILIQETF,NSE_EQ|INF200KB1969,,,100.0,1
SBIMIDMOM,SBIAMC - SBIMIDMOM,NSE,SBIMIDMOM.NS,NSE:SBIMIDMOM,NSE_EQ|INF200KB1AJ0,,,100.0,1
SBIN,STATE BANK OF INDIA,NSE,SBIN.NS,NSE:SBIN,NSE_EQ|INE062A01020,,,100.0,1
SBINEQWETF,SBIAMC - SBINEQWETF,NSE,SBINEQWETF.NS,NSE:SBINEQWETF,NSE_EQ|INF200KB1282,,,100.0,1
SBINMID150,SBIAMC - SBINMID150,NSE,SBINMID150.NS,NSE:SBINMID150,NSE_EQ|INF200KB1AK8,,,100.0,1
SBISILVER,SBIAMC - SBISILVER,NSE,SBISILVER.NS,NSE:SBISILVER,NSE_EQ|INF200KB1217,,,100.0,1
SCANSTL,SCAN STEELS LTD.,NSE,SCANSTL.NS,NSE:SCANSTL,NSE_EQ|INE099G01011,,,100.0,1
SCHAEFFLER,SCHAEFFLER INDIA LIMITED,NSE,SCHAEFFLER.NS,NSE:SCHAEFFLER,NSE_EQ|INE513A01022,,,100.0,1
SCHAND,S CHAND AND COMPANY LTD,NSE,SCHAND.NS,NSE:SCHAND,NSE_EQ|INE807K01035,,,100.0,1
SCHNEIDER,SCHNEIDER ELECTRIC INFRA,NSE,SCHNEIDER.NS,NSE:SCHNEIDER,NSE_EQ|INE839M01018,,,100.0,1
SCI,SHIPPING CORP OF INDIA LT,NSE,SCI.NS,NSE:SCI,NSE_EQ|INE109A01011,,,100.0,1
SCILAL,SHIPPING CORP OF ILA LTD,NSE,SCILAL.NS,NSE:SCILAL,NSE_EQ|INE0PB301013,,,100.0,1
SCODATUBES,SCODA TUBES LIMITED,NSE,SCODATUBES.NS,NSE:SCODATUBES,NSE_EQ|INE090501011,,,100.0,1
SCPL,SHEETAL COOL PRODUCTS LTD,NSE,SCPL.NS,NSE:SCPL,NSE_EQ|INE501Y01019,,,100.0,1
SDBL,SOM DIST & BREW LTD,NSE,SDBL.NS,NSE:SDBL,NSE_EQ|INE480C01038,,,100.0,1
SEAMECLTD,SEAMEC LIMITED,NSE,SEAMECLTD.NS,NSE:SEAMECLTD,NSE_EQ|INE497B01018,,,100.0,1
SECMARK,SECMARK CONSULTANCY LTD,NSE,SECMARK.NS,NSE:SECMARK,NSE_EQ|INE0BTM01013,,,100.0,1
SECURKLOUD,SECUREKLOUD TECH LIMITED,NSE,SECURKLOUD.NS,NSE:SECURKLOUD,NSE_EQ|INE650K01021,,,100.0,1
SEDEMAC,SEDEMAC MECHATRONICS LTD,NSE,SEDEMAC.NS,NSE:SEDEMAC,NSE_EQ|INE00XB01019,,,100.0,1
SEIL,SHANTI EDU INITIATIVES L,NSE,SEIL.NS,NSE:SEIL,NSE_EQ|INE440T01028,,,100.0,1
SEJALLTD,SEJAL GLASS LIMITED,NSE,SEJALLTD.NS,NSE:SEJALLTD,NSE_EQ|INE955I01044,,,100.0,1
SELECTIPO,MIRAEAMC - SELECTIPO,NSE,SELECTIPO.NS,NSE:SELECTIPO,NSE_EQ|INF769K01ON4,,,100.0,1
SELMC,SEL MANUFACTURING CO LTD,NSE,SELMC.NS,NSE:SELMC,NSE_EQ|INE105I01020,,,100.0,1
SEMAC,SEMAC CONSTRUCTION LTD,NSE,SEMAC.NS,NSE:SEMAC,NSE_EQ|INE617A01013,,,100.0,1
SENCO,SENCO GOLD LIMITED,NSE,SENCO.NS,NSE:SENCO,NSE_EQ|INE602W01027,,,100.0,1
SENORES,SENORES PHARMACEUTICALS L,NSE,SENORES.NS,NSE:SENORES,NSE_EQ|INE0RB801010,,,100.0,1
SENSEXADD,DSPAMC - DSPSENXETF,NSE,SENSEXADD.NS,NSE:SENSEXADD,NSE_EQ|INF740KA1SZ6,,,100.0,1
SENSEXBETA,UTIAMC-SENSEXBETA,NSE,SENSEXBETA.NS,NSE:SENSEXBETA,NSE_EQ|INF789FB1X58,,,100.0,1
SENSEXETF,MIRAEAMC - SENSEXETF,NSE,SENSEXETF.NS,NSE:SENSEXETF,NSE_EQ|INF769K01KT9,,,100.0,1
SENSEXIETF,ICICI PRUD SENSEX ETF,NSE,SENSEXIETF.NS,NSE:SENSEXIETF,NSE_EQ|INF346A01034,,,100.0,1
SEPC,SEPC LIMITED,NSE,SEPC.NS,NSE:SEPC,NSE_EQ|INE964H01014,,,100.0,1
SERVOTECH,SERVOTECH REN POW SYS LTD,NSE,SERVOTECH.NS,NSE:SERVOTECH,NSE_EQ|INE782X01033,,,100.0,1
SESHAPAPER,SESHASAYEE PAPER & BOARDS,NSE,SESHAPAPER.NS,NSE:SESHAPAPER,NSE_EQ|INE630A01024,,,100.0,1
SETCO,SETCO AUTOMOTIVE LTD,NSE,SETCO.NS,NSE:SETCO,NSE_EQ|INE878E01021,,,100.0,1
SETF10GILT,SBIAMC - SETF10GILT,NSE,SETF10GILT.NS,NSE:SETF10GILT,NSE_EQ|INF200KA1JT1,,,100.0,1
SETFGOLD,SBI-ETF GOLD,NSE,SETFGOLD.NS,NSE:SETFGOLD,NSE_EQ|INF200KA16D8,,,100.0,1
SETFNIF50,SBI-ETF NIFTY 50,NSE,SETFNIF50.NS,NSE:SETFNIF50,NSE_EQ|INF200KA1FS1,,,100.0,1
SETFNIFBK,SBI-ETF NIFTY BANK,NSE,SETFNIFBK.NS,NSE:SETFNIFBK,NSE_EQ|INF200KA1580,,,100.0,1
SETFNN50,SBI-ETF NIFTY NEXT 50,NSE,SETFNN50.NS,NSE:SETFNN50,NSE_EQ|INF200KA1598,,,100.0,1
SETL,STANDARD ENGNG TCNLGY LTD,NSE,SETL.NS,NSE:SETL,NSE_EQ|INE0M4D01010,,,100.0,1
SEYAIND,SEYA INDUSTRIES LIMITED,NSE,SEYAIND.NS,NSE:SEYAIND,NSE_EQ|INE573R01012,,,100.0,1
SFL,SHEELA FOAM LIMITED,NSE,SFL.NS,NSE:SFL,NSE_EQ|INE916U01025,,,100.0,1
SGFIN,SG FINSERVE LIMITED,NSE,SGFIN.NS,NSE:SGFIN,NSE_EQ|INE618R01015,,,100.0,1
SGIL,SYNERGY GREEN IND. LTD,NSE,SGIL.NS,NSE:SGIL,NSE_EQ|INE00QT01015,,,100.0,1
SGL,STL GLOBAL LIMITED,NSE,SGL.NS,NSE:SGL,NSE_EQ|INE353H01010,,,100.0,1
SGMART,SG MART LIMITED,NSE,SGMART.NS,NSE:SGMART,NSE_EQ|INE385F01024,,,100.0,1
SHADOWFAX,SHADOWFAX TECHNOLOGIES L,NSE,SHADOWFAX.NS,NSE:SHADOWFAX,NSE_EQ|INE12UN01015,,,100.0,1
SHAH,SHAH METACORP LIMITED,NSE,SHAH.NS,NSE:SHAH,NSE_EQ|INE482J01021,,,100.0,1
SHAHALLOYS,SHAH ALLOYS LIMITED,NSE,SHAHALLOYS.NS,NSE:SHAHALLOYS,NSE_EQ|INE640C01011,,,100.0,1
SHAILY,SHAILY ENG PLASTICS LTD,NSE,SHAILY.NS,NSE:SHAILY,NSE_EQ|INE151G01028,,,100.0,1
SHAKTIPUMP,SHAKTI PUMPS (I) LTD,NSE,SHAKTIPUMP.NS,NSE:SHAKTIPUMP,NSE_EQ|INE908D01010,,,100.0,1
SHALBY,SHALBY LIMITED,NSE,SHALBY.NS,NSE:SHALBY,NSE_EQ|INE597J01018,,,100.0,1
SHALPAINTS,SHALIM PAINTS LTD,NSE,SHALPAINTS.NS,NSE:SHALPAINTS,NSE_EQ|INE849C01026,,,100.0,1
SHANKARA,SHANKARA BLDG PRODUCT LTD,NSE,SHANKARA.NS,NSE:SHANKARA,NSE_EQ|INE274V01019,,,100.0,1
SHANTI,SHANTI OVERSEAS INDIA LTD,NSE,SHANTI.NS,NSE:SHANTI,NSE_EQ|INE933X01016,,,100.0,1
SHANTIGEAR,SHANTHI GEARS LTD,NSE,SHANTIGEAR.NS,NSE:SHANTIGEAR,NSE_EQ|INE631A01022,,,100.0,1
SHANTIGOLD,SHANTI GOLD INTERNATION L,NSE,SHANTIGOLD.NS,NSE:SHANTIGOLD,NSE_EQ|INE06ZD01017,,,100.0,1
SHARDACROP,SHARDA CROPCHEM LTD.,NSE,SHARDACROP.NS,NSE:SHARDACROP,NSE_EQ|INE221J01015,,,100.0,1
SHARDAMOTR,SHARDA MOTOR INDS LTD,NSE,SHARDAMOTR.NS,NSE:SHARDAMOTR,NSE_EQ|INE597I01028,,,100.0,1
SHARDUL,SHARDUL SECURITIES LTD.,NSE,SHARDUL.NS,NSE:SHARDUL,NSE_EQ|INE037B01020,,,100.0,1
SHAREINDIA,SHARE IND. SECURITIES LTD,NSE,SHAREINDIA.NS,NSE:SHAREINDIA,NSE_EQ|INE932X01026,,,100.0,1
SHARIABEES,NIP IND ETF SHARIAH BEES,NSE,SHARIABEES.NS,NSE:SHARIABEES,NSE_EQ|INF732E01128,,,100.0,1
SHBAJRG,SHRI BAJRANG ALLIANCE L,NSE,SHBAJRG.NS,NSE:SHBAJRG,NSE_EQ|INE402H01015,,,100.0,1
SHEKHAWATI,SHEKHAWATI INDUSTRIES LTD,NSE,SHEKHAWATI.NS,NSE:SHEKHAWATI,NSE_EQ|INE268L01046,,,100.0,1
SHEMAROO,SHEMAROO ENTER. LTD.,NSE,SHEMAROO.NS,NSE:SHEMAROO,NSE_EQ|INE363M01019,,,100.0,1
SHILCTECH,SHILCHAR TECHNOLOGIES LTD,NSE,SHILCTECH.NS,NSE:SHILCTECH,NSE_EQ|INE024F01011,,,100.0,1
SHILPAMED,SHILPA MEDICARE LTD,NSE,SHILPAMED.NS,NSE:SHILPAMED,NSE_EQ|INE790G01031,,,100.0,1
SHINDL,SHARAT INDUSTRIES LTD.,NSE,SHINDL.NS,NSE:SHINDL,NSE_EQ|INE220Z01013,,,100.0,1
SHIVALIK,SHIVALIK RASAYAN LIMITED,NSE,SHIVALIK.NS,NSE:SHIVALIK,NSE_EQ|INE788J01021,,,100.0,1
SHIVAMAUTO,SHIVAM AUTO.LTD,NSE,SHIVAMAUTO.NS,NSE:SHIVAMAUTO,NSE_EQ|INE637H01024,,,100.0,1
SHIVAMILLS,SHIVA MILLS LIMITED,NSE,SHIVAMILLS.NS,NSE:SHIVAMILLS,NSE_EQ|INE644Y01017,,,100.0,1
SHIVATEX,SHIVA TEXYARN LIMITED,NSE,SHIVATEX.NS,NSE:SHIVATEX,NSE_EQ|INE705C01020,,,100.0,1
SHIVAUM,SHIV AUM STEELS LIMITED,NSE,SHIVAUM.NS,NSE:SHIVAUM,NSE_EQ|INE719F01016,,,100.0,1
SHK,S H KELKAR AND CO. LTD.,NSE,SHK.NS,NSE:SHK,NSE_EQ|INE500L01026,,,100.0,1
SHOPERSTOP,SHOPPERS STOP LIMITED,NSE,SHOPERSTOP.NS,NSE:SHOPERSTOP,NSE_EQ|INE498B01024,,,100.0,1
SHRADHA,SHRADHA REALTY LIMITED,NSE,SHRADHA.NS,NSE:SHRADHA,NSE_EQ|INE715Y01031,,,100.0,1
SHREDIGCEM,SHREE DIGVIJAY CEM CO LTD,NSE,SHREDIGCEM.NS,NSE:SHREDIGCEM,NSE_EQ|INE232A01011,,,100.0,1
SHREECEM,SHREE CEMENT LIMITED,NSE,SHREECEM.NS,NSE:SHREECEM,NSE_EQ|INE070A01015,,,100.0,1
SHREEJISPG,SHREEJI SHIPPING GLOBAL L,NSE,SHREEJISPG.NS,NSE:SHREEJISPG,NSE_EQ|INE1B6101010,,,100.0,1
SHREEPUSHK,SHRE PUSH CHEM & FERT LTD,NSE,SHREEPUSHK.NS,NSE:SHREEPUSHK,NSE_EQ|INE712K01011,,,100.0,1
SHREERAMA,SHREE RAMA MULTI TECH LTD,NSE,SHREERAMA.NS,NSE:SHREERAMA,NSE_EQ|INE879A01019,,,100.0,1
SHREYANIND,SHREYANS INDUSTRIES LTD,NSE,SHREYANIND.NS,NSE:SHREYANIND,NSE_EQ|INE231C01019,,,100.0,1
SHRIKRISH,SHRI KRISHNA DEVCON LTD.,NSE,SHRIKRISH.NS,NSE:SHRIKRISH,NSE_EQ|INE997I01012,,,100.0,1
SHRINGARMS,SHRINGAR HOU OF MANGALS L,NSE,SHRINGARMS.NS,NSE:SHRINGARMS,NSE_EQ|INE1B3L01017,,,100.0,1
SHRIPISTON,SHRIRAM PIST. & RING LTD,NSE,SHRIPISTON.NS,NSE:SHRIPISTON,NSE_EQ|INE526E01018,,,100.0,1
SHRIRAMFIN,SHRIRAM FINANCE LIMITED,NSE,SHRIRAMFIN.NS,NSE:SHRIRAMFIN,NSE_EQ|INE721A01047,,,100.0,1
SHRIRAMPPS,SHRIRAM PROPERTIES LTD,NSE,SHRIRAMPPS.NS,NSE:SHRIRAMPPS,NSE_EQ|INE217L01019,,,100.0,1
SHYAMCENT,SHYAM CENTURY FERROUS LTD,NSE,SHYAMCENT.NS,NSE:SHYAMCENT,NSE_EQ|INE979R01011,,,100.0,1
SHYAMMETL,SHYAM METALICS AND ENGY L,NSE,SHYAMMETL.NS,NSE:SHYAMMETL,NSE_EQ|INE810G01011,,,100.0,1
SHYAMTEL,SHYAM TELECOM LIMITED,NSE,SHYAMTEL.NS,NSE:SHYAMTEL,NSE_EQ|INE635A01023,,,100.0,1
SICAGEN,SICAGEN INDIA LIMITED,NSE,SICAGEN.NS,NSE:SICAGEN,NSE_EQ|INE176J01011,,,100.0,1
SICALLOG,SICAL LOGISTICS LIMITED,NSE,SICALLOG.NS,NSE:SICALLOG,NSE_EQ|INE075B01020,,,100.0,1
SIEMENS,SIEMENS LTD,NSE,SIEMENS.NS,NSE:SIEMENS,NSE_EQ|INE003A01024,,,100.0,1
SIGACHI,SIGACHI INDUSTRIES LTD,NSE,SIGACHI.NS,NSE:SIGACHI,NSE_EQ|INE0D0K01022,,,100.0,1
SIGIND,SIGNET INDUSTRIES LIMITED,NSE,SIGIND.NS,NSE:SIGIND,NSE_EQ|INE529F01035,,,100.0,1
SIGMA,SIGMA SOLVE LIMITED,NSE,SIGMA.NS,NSE:SIGMA,NSE_EQ|INE0A0S01028,,,100.0,1
SIGMAADV,SIGMA ADVANCED SYSTEM LTD,NSE,SIGMAADV.NS,NSE:SIGMAADV,NSE_EQ|INE933B01012,,,100.0,1
SIGNATURE,SIGNATUREGLOBAL INDIA LTD,NSE,SIGNATURE.NS,NSE:SIGNATURE,NSE_EQ|INE903U01023,,,100.0,1
SIGNPOST,SIGNPOST INDIA LIMITED,NSE,SIGNPOST.NS,NSE:SIGNPOST,NSE_EQ|INE0KGZ01021,,,100.0,1
SIKA,SIKA INTERPLANT SYSTEMS L,NSE,SIKA.NS,NSE:SIKA,NSE_EQ|INE438E01032,,,100.0,1
SIKKO,SIKKO INDUSTRIES LIMITED,NSE,SIKKO.NS,NSE:SIKKO,NSE_EQ|INE112X01025,,,100.0,1
SIL,STANDARD INDUSTRIES LTD.,NSE,SIL.NS,NSE:SIL,NSE_EQ|INE173A01025,,,100.0,1
SILGO,SILGO RETAIL LIMITED,NSE,SILGO.NS,NSE:SILGO,NSE_EQ|INE01II01013,,,100.0,1
SILINV,SIL INVESTMENTS LIMITED,NSE,SILINV.NS,NSE:SILINV,NSE_EQ|INE923A01015,,,100.0,1
SILLYMONKS,SILLY MONKS ENTERTAIN LTD,NSE,SILLYMONKS.NS,NSE:SILLYMONKS,NSE_EQ|INE203Y01012,,,100.0,1
SILVER,BIRLASLAMC - SILVER,NSE,SILVER.NS,NSE:SILVER,NSE_EQ|INF209KB19F6,,,100.0,1
SILVER1,KOTAKMAMC - KOTAKSILVE,NSE,SILVER1.NS,NSE:SILVER1,NSE_EQ|INF174KA1ZD3,,,100.0,1
SILVER360,360ONEAMC - SILVER360,NSE,SILVER360.NS,NSE:SILVER360,NSE_EQ|INF579M01BC3,,,100.0,1
SILVERADD,DSPAMC - DSPSILVETF,NSE,SILVERADD.NS,NSE:SILVERADD,NSE_EQ|INF740KA1RE3,,,100.0,1
SILVERAG,MIRAEAMC - MASILVER,NSE,SILVERAG.NS,NSE:SILVERAG,NSE_EQ|INF769K01KG6,,,100.0,1
SILVERBEES,NIPPONAMC - NETFSILVER,NSE,SILVERBEES.NS,NSE:SILVERBEES,NSE_EQ|INF204KC1402,,,100.0,1
SILVERBETA,UTIAMC-SILVERBETA,NSE,SILVERBETA.NS,NSE:SILVERBETA,NSE_EQ|INF789F1AYK6,,,100.0,1
SILVERBND,BANDHANAMC - SILVERBND,NSE,SILVERBND.NS,NSE:SILVERBND,NSE_EQ|INF194KB1KI9,,,100.0,1
SILVERCASE,ZERODHAAMC - SILVERCASE,NSE,SILVERCASE.NS,NSE:SILVERCASE,NSE_EQ|INF0R8F01091,,,100.0,1
SILVERIETF,ICICIPRAMC - ICICISILVE,NSE,SILVERIETF.NS,NSE:SILVERIETF,NSE_EQ|INF109KC1Y56,,,100.0,1
SILVERTUC,SILVER TOUCH TECHNO LTD,NSE,SILVERTUC.NS,NSE:SILVERTUC,NSE_EQ|INE625X01026,,,100.0,1
SIMPLEXINF,SIMPLEX INFRASTRUCTURES L,NSE,SIMPLEXINF.NS,NSE:SIMPLEXINF,NSE_EQ|INE059B01024,,,100.0,1
SINCLAIR,SINCLAIRS HOTELS LIMITED,NSE,SINCLAIR.NS,NSE:SINCLAIR,NSE_EQ|INE985A01022,,,100.0,1
SINDHUTRAD,SINDHU TRADE LINKS LTD,NSE,SINDHUTRAD.NS,NSE:SINDHUTRAD,NSE_EQ|INE325D01025,,,100.0,1
SINGERIND,SINGER INDIA LIMITED,NSE,SINGERIND.NS,NSE:SINGERIND,NSE_EQ|INE638A01035,,,100.0,1
SINTERCOM,SINTERCOM INDIA LIMITED,NSE,SINTERCOM.NS,NSE:SINTERCOM,NSE_EQ|INE129Z01016,,,100.0,1
SIRCA,SIRCA PAINT INDIA LIMITED,NSE,SIRCA.NS,NSE:SIRCA,NSE_EQ|INE792Z01011,,,100.0,1
SIS,SIS LIMITED,NSE,SIS.NS,NSE:SIS,NSE_EQ|INE285J01028,,,100.0,1
SIYSIL,SIYARAM SILK MILLS LTD,NSE,SIYSIL.NS,NSE:SIYSIL,NSE_EQ|INE076B01028,,,100.0,1
SJS,SJS ENTERPRISES LIMITED,NSE,SJS.NS,NSE:SJS,NSE_EQ|INE284S01014,,,100.0,1
SJVN,SJVN LTD,NSE,SJVN.NS,NSE:SJVN,NSE_EQ|INE002L01015,,,100.0,1
SKFINDIA,SKF INDIA LTD,NSE,SKFINDIA.NS,NSE:SKFINDIA,NSE_EQ|INE640A01023,,,100.0,1
SKFINDUS,SKF IND (INDUSTRIAL) LTD,NSE,SKFINDUS.NS,NSE:SKFINDUS,NSE_EQ|INE2J8701016,,,100.0,1
SKIPPER,SKIPPER LIMITED,NSE,SKIPPER.NS,NSE:SKIPPER,NSE_EQ|INE439E01022,,,100.0,1
SKMEGGPROD,SKM EGG PROD EXPORT(I) LT,NSE,SKMEGGPROD.NS,NSE:SKMEGGPROD,NSE_EQ|INE411D01023,,,100.0,1
SKYGOLD,SKY GOLD AND DIAMONDS LTD,NSE,SKYGOLD.NS,NSE:SKYGOLD,NSE_EQ|INE01IU01018,,,100.0,1
SMALL250,MIRAEAMC - SMALL250,NSE,SMALL250.NS,NSE:SMALL250,NSE_EQ|INF769K01PQ4,,,100.0,1
SMALLADD,DSPAMC - SMALLADD,NSE,SMALLADD.NS,NSE:SMALLADD,NSE_EQ|INF740KA1WX3,,,100.0,1
SMALLCAP,MIRAEAMC - SMALLCAP,NSE,SMALLCAP.NS,NSE:SMALLCAP,NSE_EQ|INF769K01LC3,,,100.0,1
SMARTLINK,SMARTLINK HOLDINGS LTD,NSE,SMARTLINK.NS,NSE:SMARTLINK,NSE_EQ|INE178C01020,,,100.0,1
SMARTWORKS,SMARTWORKS COWORKING SP L,NSE,SMARTWORKS.NS,NSE:SMARTWORKS,NSE_EQ|INE0NAZ01010,,,100.0,1
SMCGLOBAL,SMC GLOBAL SECURITIES LTD,NSE,SMCGLOBAL.NS,NSE:SMCGLOBAL,NSE_EQ|INE103C01036,,,100.0,1
SML100CASE,ZERODHAAMC - SML100CASE,NSE,SML100CASE.NS,NSE:SML100CASE,NSE_EQ|INF0R8F01141,,,100.0,1
SMLMAH,SML MAHINDRA LIMITED,NSE,SMLMAH.NS,NSE:SMLMAH,NSE_EQ|INE294B01019,,,100.0,1
SMLT,SARTHAK METALS LIMITED,NSE,SMLT.NS,NSE:SMLT,NSE_EQ|INE017W01010,,,100.0,1
SMSPHARMA,SMS PHARMACEUTICALS LTD.,NSE,SMSPHARMA.NS,NSE:SMSPHARMA,NSE_EQ|INE812G01025,,,100.0,1
SNOWMAN,SNOWMAN LOGISTICS LTD.,NSE,SNOWMAN.NS,NSE:SNOWMAN,NSE_EQ|INE734N01019,,,100.0,1
SNXT30BEES,NIPPONAMC - SNXT30BEES,NSE,SNXT30BEES.NS,NSE:SNXT30BEES,NSE_EQ|INF204KC1EZ3,,,100.0,1
SNXT50BETA,UTIAMC-SNXT50BETA,NSE,SNXT50BETA.NS,NSE:SNXT50BETA,NSE_EQ|INF789F1AUU3,,,100.0,1
SOBHA,SOBHA LIMITED,NSE,SOBHA.NS,NSE:SOBHA,NSE_EQ|INE671H01015,,,100.0,1
SOFTTECH,SOFTTECH ENGINEERS LTD,NSE,SOFTTECH.NS,NSE:SOFTTECH,NSE_EQ|INE728Z01015,,,100.0,1
SOLARA,SOLARA ACTIVE PHA SCI LTD,NSE,SOLARA.NS,NSE:SOLARA,NSE_EQ|INE624Z01016,,,100.0,1
SOLARINDS,SOLAR INDUSTRIES (I) LTD,NSE,SOLARINDS.NS,NSE:SOLARINDS,NSE_EQ|INE343H01029,,,100.0,1
SOLARWORLD,SOLARWORLD ENERGY SOL LTD,NSE,SOLARWORLD.NS,NSE:SOLARWORLD,NSE_EQ|INE0TY101024,,,100.0,1
SOLEX,SOLEX ENERGY LIMITED,NSE,SOLEX.NS,NSE:SOLEX,NSE_EQ|INE880Y01017,,,100.0,1
SOMANYCERA,SOMANY CERAMICS LIMITED,NSE,SOMANYCERA.NS,NSE:SOMANYCERA,NSE_EQ|INE355A01028,,,100.0,1
SOMATEX,SOMA TEXTILES & INDUST LT,NSE,SOMATEX.NS,NSE:SOMATEX,NSE_EQ|INE314C01013,,,100.0,1
SOMICONVEY,SOMI CONVEYOR BELT. LTD.,NSE,SOMICONVEY.NS,NSE:SOMICONVEY,NSE_EQ|INE323J01019,,,100.0,1
SONACOMS,SONA BLW PRECISION FRGS L,NSE,SONACOMS.NS,NSE:SONACOMS,NSE_EQ|INE073K01018,,,100.0,1
SONAL,SONAL MERCANTILE LTD.,NSE,SONAL.NS,NSE:SONAL,NSE_EQ|INE321M01017,,,100.0,1
SONAMLTD,SONAM LIMITED,NSE,SONAMLTD.NS,NSE:SONAMLTD,NSE_EQ|INE00LM01029,,,100.0,1
SONATSOFTW,SONATA SOFTWARE LTD,NSE,SONATSOFTW.NS,NSE:SONATSOFTW,NSE_EQ|INE269A01021,,,100.0,1
SOTL,SAVITA OIL TECHNOLO. LTD,NSE,SOTL.NS,NSE:SOTL,NSE_EQ|INE035D01020,,,100.0,1
SOUTHBANK,THE SOUTH INDIAN BANK LTD,NSE,SOUTHBANK.NS,NSE:SOUTHBANK,NSE_EQ|INE683A01023,,,100.0,1
SOUTHWEST,SOUTH WEST PINNACLE LTD,NSE,SOUTHWEST.NS,NSE:SOUTHWEST,NSE_EQ|INE980Y01015,,,100.0,1
SPAL,S. P. APPARELS LIMITED,NSE,SPAL.NS,NSE:SPAL,NSE_EQ|INE212I01016,,,100.0,1
SPANDANA,SPANDANA SPHOORTY FIN LTD,NSE,SPANDANA.NS,NSE:SPANDANA,NSE_EQ|INE572J01011,,,100.0,1
SPARC,SUN PHARMA ADV.RES.CO.LTD,NSE,SPARC.NS,NSE:SPARC,NSE_EQ|INE232I01014,,,100.0,1
SPCENET,SPACENET ENTERS IND LTD,NSE,SPCENET.NS,NSE:SPCENET,NSE_EQ|INE970N01027,,,100.0,1
SPECIALITY,SPECIALITY REST LTD,NSE,SPECIALITY.NS,NSE:SPECIALITY,NSE_EQ|INE247M01014,,,100.0,1
SPECTRUM,SPECTRUM ELECTRIC IND LTD,NSE,SPECTRUM.NS,NSE:SPECTRUM,NSE_EQ|INE01EO01010,,,100.0,1
SPENCERS,SPENCER S RETAIL LIMITED,NSE,SPENCERS.NS,NSE:SPENCERS,NSE_EQ|INE020801028,,,100.0,1
SPIC,SPIC LTD,NSE,SPIC.NS,NSE:SPIC,NSE_EQ|INE147A01011,,,100.0,1
