symbol,name,exchange,yahoo_symbol,kite_symbol,upstox_instrument_key,sector,industry,base_price,enabled
GLAXO,GLAXOSMITHKLINE PHARMA LT,NSE,GLAXO.NS,NSE:GLAXO,NSE_EQ|INE159A01016,,,100.0,1
GLENMARK,GLENMARK PHARMACEUTICALS,NSE,GLENMARK.NS,NSE:GLENMARK,NSE_EQ|INE935A01035,,,100.0,1
GLFL,GUJARAT LEASE FINANCING L,NSE,GLFL.NS,NSE:GLFL,NSE_EQ|INE540A01017,,,100.0,1
GLOBAL,GLOBAL EDUCATION LIMITED,NSE,GLOBAL.NS,NSE:GLOBAL,NSE_EQ|INE291W01037,,,100.0,1
GLOBALE,GLOBALE TESSILE LIMITED,NSE,GLOBALE.NS,NSE:GLOBALE,NSE_EQ|INE0URU01010,,,100.0,1
GLOBALVECT,GLOBAL VEC HELICORP LTD,NSE,GLOBALVECT.NS,NSE:GLOBALVECT,NSE_EQ|INE792H01019,,,100.0,1
GLOBE,GLOBE ENTERPRISE (I) LTD,NSE,GLOBE.NS,NSE:GLOBE,NSE_EQ|INE581X01021,,,100.0,1
GLOBECIVIL,GLOBE CIVIL PROJECTS LTD,NSE,GLOBECIVIL.NS,NSE:GLOBECIVIL,NSE_EQ|INE0V3U01015,,,100.0,1
GLOBUSSPR,GLOBUS SPIRITS LTD,NSE,GLOBUSSPR.NS,NSE:GLOBUSSPR,NSE_EQ|INE615I01010,,,100.0,1
GLOSTERLTD,GLOSTER LIMITED,NSE,GLOSTERLTD.NS,NSE:GLOSTERLTD,NSE_EQ|INE350Z01018,,,100.0,1
GLOTTIS,GLOTTIS LIMITED,NSE,GLOTTIS.NS,NSE:GLOTTIS,NSE_EQ|INE0TQE01026,,,100.0,1
GMBREW,G M BREWERIES LTD,NSE,GMBREW.NS,NSE:GMBREW,NSE_EQ|INE075D01018,,,100.0,1
GMDCLTD,GUJARAT MINERAL DEV CORP,NSE,GMDCLTD.NS,NSE:GMDCLTD,NSE_EQ|INE131A01031,,,100.0,1
GMMPFAUDLR,GMM PFAUDLER LIMITED,NSE,GMMPFAUDLR.NS,NSE:GMMPFAUDLR,NSE_EQ|INE541A01023,,,100.0,1
GMRAIRPORT,GMR AIRPORTS LIMITED,NSE,GMRAIRPORT.NS,NSE:GMRAIRPORT,NSE_EQ|INE776C01039,,,100.0,1
GMRP&UI,GMR POW AND URBAN INFRA L,NSE,GMRP&UI.NS,NSE:GMRP&UI,NSE_EQ|INE0CU601026,,,100.0,1
GNA,GNA AXLES LIMITED,NSE,GNA.NS,NSE:GNA,NSE_EQ|INE934S01014,,,100.0,1
GNFC,GUJ NAR VAL FER & CHEM L,NSE,GNFC.NS,NSE:GNFC,NSE_EQ|INE113A01013,,,100.0,1
GNRL,GUJARAT NATURAL RES L,NSE,GNRL.NS,NSE:GNRL,NSE_EQ|INE207H01018,,,100.0,1
GOACARBON,GOA CARBON LIMITED,NSE,GOACARBON.NS,NSE:GOACARBON,NSE_EQ|INE426D01013,,,100.0,1
GOCLCORP,GOCL CORPORATION LIMITED,NSE,GOCLCORP.NS,NSE:GOCLCORP,NSE_EQ|INE077F01035,,,100.0,1
GOCOLORS,GO FASHION INDIA LTD,NSE,GOCOLORS.NS,NSE:GOCOLORS,NSE_EQ|INE0BJS01011,,,100.0,1
GODAVARIB,GODAVARI BIOREFINERIES L,NSE,GODAVARIB.NS,NSE:GODAVARIB,NSE_EQ|INE497S01012,,,100.0,1
GODFRYPHLP,GODFREY PHILLIPS INDIA LT,NSE,GODFRYPHLP.NS,NSE:GODFRYPHLP,NSE_EQ|INE260B01028,,,100.0,1
GODIGIT,GO DIGIT GENERAL INS LTD,NSE,GODIGIT.NS,NSE:GODIGIT,NSE_EQ|INE03JT01014,,,100.0,1
GODREJAGRO,GODREJ AGROVET LIMITED,NSE,GODREJAGRO.NS,NSE:GODREJAGRO,NSE_EQ|INE850D01014,,,100.0,1
GODREJCP,GODREJ CONSUMER PRODUCTS,NSE,GODREJCP.NS,NSE:GODREJCP,NSE_EQ|INE102D01028,,,100.0,1
GODREJIND,GODREJ INDUSTRIES LTD,NSE,GODREJIND.NS,NSE:GODREJIND,NSE_EQ|INE233A01035,,,100.0,1
GODREJPROP,GODREJ PROPERTIES LTD,NSE,GODREJPROP.NS,NSE:GODREJPROP,NSE_EQ|INE484J01027,,,100.0,1
GOKEX,GOKALDAS EXPORTS LTD.,NSE,GOKEX.NS,NSE:GOKEX,NSE_EQ|INE887G01027,,,100.0,1
GOKUL,GOKUL REFOILS & SOLV LTD,NSE,GOKUL.NS,NSE:GOKUL,NSE_EQ|INE020J01029,,,100.0,1
GOKULAGRO,GOKUL AGRO RESOURCES LTD,NSE,GOKULAGRO.NS,NSE:GOKULAGRO,NSE_EQ|INE314T01033,,,100.0,1
GOLD1,KOTAK GOLD ETF,NSE,GOLD1.NS,NSE:GOLD1,NSE_EQ|INF174KA1HJ8,,,100.0,1
GOLD360,360ONEAMC - GOLD360,NSE,GOLD360.NS,NSE:GOLD360,NSE_EQ|INF579M01BB5,,,100.0,1
GOLDADD,DSPAMC - DSPGOLD,NSE,GOLDADD.NS,NSE:GOLDADD,NSE_EQ|INF740KA1SW3,,,100.0,1
GOLDBEES,NIP IND ETF GOLD BEES,NSE,GOLDBEES.NS,NSE:GOLDBEES,NSE_EQ|INF204KB17I5,,,100.0,1
GOLDBETA,UTIAMC-UTIGOLDBETA,NSE,GOLDBETA.NS,NSE:GOLDBETA,NSE_EQ|INF789F1AUX7,,,100.0,1
GOLDBND,BANDHANAMC - GOLDBND,NSE,GOLDBND.NS,NSE:GOLDBND,NSE_EQ|INF194KB1KJ7,,,100.0,1
GOLDCASE,ZERODHAAMC - GOLDCASE,NSE,GOLDCASE.NS,NSE:GOLDCASE,NSE_EQ|INF0R8F01042,,,100.0,1
GOLDETF,MIRAEAMC - MAGOLDETF,NSE,GOLDETF.NS,NSE:GOLDETF,NSE_EQ|INF769K01JP9,,,100.0,1
GOLDIAM,GOLDIAM INTERNATIONAL LTD,NSE,GOLDIAM.NS,NSE:GOLDIAM,NSE_EQ|INE025B01025,,,100.0,1
GOLDIETF,ICICI PRUDENTIAL GOLD ETF,NSE,GOLDIETF.NS,NSE:GOLDIETF,NSE_EQ|INF109KC1NT3,,,100.0,1
GOLDTECH,AION-TECH SOLUTIONS LTD,NSE,GOLDTECH.NS,NSE:GOLDTECH,NSE_EQ|INE805A01014,,,100.0,1
GOODLUCK,GOODLUCK INDIA LIMITED,NSE,GOODLUCK.NS,NSE:GOODLUCK,NSE_EQ|INE127I01024,,,100.0,1
GOODYEAR,GOODYEAR INDIA LIMITED,NSE,GOODYEAR.NS,NSE:GOODYEAR,NSE_EQ|INE533A01012,,,100.0,1
GOPAL,GOPAL SNACKS LIMITED,NSE,GOPAL.NS,NSE:GOPAL,NSE_EQ|INE0L9R01028,,,100.0,1
GOYALALUM,GOYAL ALUMINIUMS LIMITED,NSE,GOYALALUM.NS,NSE:GOYALALUM,NSE_EQ|INE705X01026,,,100.0,1
GPIL,GODAWARI POW & ISP LTD,NSE,GPIL.NS,NSE:GPIL,NSE_EQ|INE177H01039,,,100.0,1
GPPL,GUJARAT PIPAVAV PORT LTD,NSE,GPPL.NS,NSE:GPPL,NSE_EQ|INE517F01014,,,100.0,1
GPTHEALTH,GPT HEALTHCARE LIMITED,NSE,GPTHEALTH.NS,NSE:GPTHEALTH,NSE_EQ|INE486R01017,,,100.0,1
GPTINFRA,GPT INFRAPROJECTS LTD,NSE,GPTINFRA.NS,NSE:GPTINFRA,NSE_EQ|INE390G01014,,,100.0,1
GRADIENTE,GRADIENTE INFOTAINMENT L,NSE,GRADIENTE.NS,NSE:GRADIENTE,NSE_EQ|INE361K01017,,,100.0,1
GRANDOAK,GRAND OAK CANYONS DIST L,NSE,GRANDOAK.NS,NSE:GRANDOAK,NSE_EQ|INE926B01016,,,100.0,1
GRANULES,GRANULES INDIA LIMITED,NSE,GRANULES.NS,NSE:GRANULES,NSE_EQ|INE101D01020,,,100.0,1
GRAPHITE,GRAPHITE INDIA LTD,NSE,GRAPHITE.NS,NSE:GRAPHITE,NSE_EQ|INE371A01025,,,100.0,1
GRASIM,GRASIM INDUSTRIES LTD,NSE,GRASIM.NS,NSE:GRASIM,NSE_EQ|INE047A01021,,,100.0,1
GRAUWEIL,GRAUER & WEIL IND LTD,NSE,GRAUWEIL.NS,NSE:GRAUWEIL,NSE_EQ|INE266D01021,,,100.0,1
GRAVISSHO,GRAVISS HOSPITALITY LTD.,NSE,GRAVISSHO.NS,NSE:GRAVISSHO,NSE_EQ|INE214F01026,,,100.0,1
GRAVITA,GRAVITA INDIA LIMITED,NSE,GRAVITA.NS,NSE:GRAVITA,NSE_EQ|INE024L01027,,,100.0,1
GREAVESCOT,GREAVES COTTON LTD.,NSE,GREAVESCOT.NS,NSE:GREAVESCOT,NSE_EQ|INE224A01026,,,100.0,1
GREENLAM,GREENLAM INDUSTRIES LTD.,NSE,GREENLAM.NS,NSE:GREENLAM,NSE_EQ|INE544R01021,,,100.0,1
GREENPANEL,GREENPANEL INDUSTRIES LTD,NSE,GREENPANEL.NS,NSE:GREENPANEL,NSE_EQ|INE08ZM01014,,,100.0,1
GREENPLY,GREENPLY INDUSTRIES LTD,NSE,GREENPLY.NS,NSE:GREENPLY,NSE_EQ|INE461C01038,,,100.0,1
GREENPOWER,ORIENT GREEN POWER CO LTD,NSE,GREENPOWER.NS,NSE:GREENPOWER,NSE_EQ|INE999K01014,,,100.0,1
GRINDWELL,GRINDWELL NORTON LIMITED,NSE,GRINDWELL.NS,NSE:GRINDWELL,NSE_EQ|INE536A01023,,,100.0,1
GRINFRA,G R INFRAPROJECTS LIMITED,NSE,GRINFRA.NS,NSE:GRINFRA,NSE_EQ|INE201P01022,,,100.0,1
GRMOVER,GRM OVERSEAS LIMITED,NSE,GRMOVER.NS,NSE:GRMOVER,NSE_EQ|INE192H01020,,,100.0,1
GROBTEA,THE GROB TEA COMPANY LTD,NSE,GROBTEA.NS,NSE:GROBTEA,NSE_EQ|INE646C01018,,,100.0,1
GROWW,BILLIONBRAINS GARAGE VN L,NSE,GROWW.NS,NSE:GROWW,NSE_EQ|INE0HOQ01053,,,100.0,1
GROWWCAPM,GROWWAMC - GROWWCAPM,NSE,GROWWCAPM.NS,NSE:GROWWCAPM,NSE_EQ|INF666M01MM4,,,100.0,1
GROWWCHEM,GROWWAMC - GROWWCHEM,NSE,GROWWCHEM.NS,NSE:GROWWCHEM,NSE_EQ|INF666M01NP5,,,100.0,1
GROWWDEFNC,GROWWAMC - GROWWDEFNC,NSE,GROWWDEFNC.NS,NSE:GROWWDEFNC,NSE_EQ|INF666M01IO8,,,100.0,1
GROWWEV,GROWWAMC - GROWWEV,NSE,GROWWEV.NS,NSE:GROWWEV,NSE_EQ|INF666M01IH2,,,100.0,1
GROWWGOLD,GROWWAMC - GROWWGOLD,NSE,GROWWGOLD.NS,NSE:GROWWGOLD,NSE_EQ|INF666M01OE7,,,100.0,1
GROWWHOSPI,GROWWAMC - GROWWHOSPI,NSE,GROWWHOSPI.NS,NSE:GROWWHOSPI,NSE_EQ|INF666M01OD9,,,100.0,1
GROWWLIQID,GROWWAMC - GROWWLIQID,NSE,GROWWLIQID.NS,NSE:GROWWLIQID,NSE_EQ|INF666M01IP5,,,100.0,1
GROWWLOVOL,GROWWAMC - GROWWLOVOL,NSE,GROWWLOVOL.NS,NSE:GROWWLOVOL,NSE_EQ|INF666M01LB9,,,100.0,1
GROWWMC150,GROWWAMC - GROWWMC150,NSE,GROWWMC150.NS,NSE:GROWWMC150,NSE_EQ|INF666M01MV5,,,100.0,1
GROWWMETAL,GROWWAMC - GROWWMETAL,NSE,GROWWMETAL.NS,NSE:GROWWMETAL,NSE_EQ|INF666M01NI0,,,100.0,1
GROWWMOM50,GROWWAMC - GROWWMOM50,NSE,GROWWMOM50.NS,NSE:GROWWMOM50,NSE_EQ|INF666M01KJ4,,,100.0,1
GROWWN200,GROWWAMC - GROWWN200,NSE,GROWWN200.NS,NSE:GROWWN200,NSE_EQ|INF666M01JV1,,,100.0,1
GROWWNET,GROWWAMC - GROWWNET,NSE,GROWWNET.NS,NSE:GROWWNET,NSE_EQ|INF666M01LI4,,,100.0,1
GROWWNIFTY,GROWWAMC - GROWWNIFTY,NSE,GROWWNIFTY.NS,NSE:GROWWNIFTY,NSE_EQ|INF666M01LL8,,,100.0,1
GROWWNXT50,GROWWAMC - GROWWNXT50,NSE,GROWWNXT50.NS,NSE:GROWWNXT50,NSE_EQ|INF666M01LZ8,,,100.0,1
GROWWPOWER,GROWWAMC - GROWWPOWER,NSE,GROWWPOWER.NS,NSE:GROWWPOWER,NSE_EQ|INF666M01LM6,,,100.0,1
GROWWPSE,GROWWAMC - GROWWPSE,NSE,GROWWPSE.NS,NSE:GROWWPSE,NSE_EQ|INF666M01NQ3,,,100.0,1
GROWWPSUBK,GROWWAMC - GROWWPSUBK,NSE,GROWWPSUBK.NS,NSE:GROWWPSUBK,NSE_EQ|INF666M01OG2,,,100.0,1
GROWWRAIL,GROWWAMC - GROWWRAIL,NSE,GROWWRAIL.NS,NSE:GROWWRAIL,NSE_EQ|INF666M01JJ6,,,100.0,1
GROWWRLTY,GROWWAMC - GROWWRLTY,NSE,GROWWRLTY.NS,NSE:GROWWRLTY,NSE_EQ|INF666M01MN2,,,100.0,1
GROWWSC250,GROWWAMC - GROWWSC250,NSE,GROWWSC250.NS,NSE:GROWWSC250,NSE_EQ|INF666M01MO0,,,100.0,1
GROWWSLVR,GROWWAMC - GROWWSLVR,NSE,GROWWSLVR.NS,NSE:GROWWSLVR,NSE_EQ|INF666M01OF4,,,100.0,1
GRPLTD,GRP LIMITED,NSE,GRPLTD.NS,NSE:GRPLTD,NSE_EQ|INE137I01015,,,100.0,1
GRSE,GARDEN REACH SHIP&ENG LTD,NSE,GRSE.NS,NSE:GRSE,NSE_EQ|INE382Z01011,,,100.0,1
GRWRHITECH,GARWARE HI-TECH FILMS LTD,NSE,GRWRHITECH.NS,NSE:GRWRHITECH,NSE_EQ|INE291A01017,,,100.0,1
GSEC10ABSL,BIRLASLAMC - GSEC10ABSL,NSE,GSEC10ABSL.NS,NSE:GSEC10ABSL,NSE_EQ|INF209KC1142,,,100.0,1
GSEC10IETF,ICICIPRAMC - ICICI10GS,NSE,GSEC10IETF.NS,NSE:GSEC10IETF,NSE_EQ|INF109KC18O0,,,100.0,1
GSEC10YEAR,MIRAEAMC - MAGS813ETF,NSE,GSEC10YEAR.NS,NSE:GSEC10YEAR,NSE_EQ|INF769K01KF8,,,100.0,1
GSEC5IETF,ICICIPRAMC - ICICI5GSEC,NSE,GSEC5IETF.NS,NSE:GSEC5IETF,NSE_EQ|INF109KC14A8,,,100.0,1
GSFC,GUJ STATE FERT & CHEM LTD,NSE,GSFC.NS,NSE:GSFC,NSE_EQ|INE026A01025,,,100.0,1
GSLSU,GLOBAL SURFACES LIMITED,NSE,GSLSU.NS,NSE:GSLSU,NSE_EQ|INE0JSX01015,,,100.0,1
GSPCROP,GSP CROP SCIENCE LIMITED,NSE,GSPCROP.NS,NSE:GSPCROP,NSE_EQ|INE713R01022,,,100.0,1
GSS,GSS INFOTECH LIMITED,NSE,GSS.NS,NSE:GSS,NSE_EQ|INE871H01011,,,100.0,1
GTECJAINX,G-TEC JAINX EDUCATION LTD,NSE,GTECJAINX.NS,NSE:GTECJAINX,NSE_EQ|INE586X01012,,,100.0,1
GTL,GTL LTD,NSE,GTL.NS,NSE:GTL,NSE_EQ|INE043A01012,,,100.0,1
GTLINFRA,GTL INFRA.LTD,NSE,GTLINFRA.NS,NSE:GTLINFRA,NSE_EQ|INE221H01019,,,100.0,1
GTPL,GTPL HATHWAY LIMITED,NSE,GTPL.NS,NSE:GTPL,NSE_EQ|INE869I01013,,,100.0,1
GUFICBIO,GUFIC BIOSCIENCES LTD.,NSE,GUFICBIO.NS,NSE:GUFICBIO,NSE_EQ|INE742B01025,,,100.0,1
GUJALKALI,GUJARAT ALKALIES & CHEM,NSE,GUJALKALI.NS,NSE:GUJALKALI,NSE_EQ|INE186A01019,,,100.0,1
GUJAPOLLO,GUJ. APOLLO IND. LTD.,NSE,GUJAPOLLO.NS,NSE:GUJAPOLLO,NSE_EQ|INE826C01016,,,100.0,1
GUJGASLTD,GUJARAT GAS LIMITED,NSE,GUJGASLTD.NS,NSE:GUJGASLTD,NSE_EQ|INE844O01030,,,100.0,1
GUJRAFFIA,GUJARAT RAFFIA INDUST LTD,NSE,GUJRAFFIA.NS,NSE:GUJRAFFIA,NSE_EQ|INE610B01024,,,100.0,1
GUJTHEM,GUJARAT THEMIS BIOSYN LTD,NSE,GUJTHEM.NS,NSE:GUJTHEM,NSE_EQ|INE942C01045,,,100.0,1
GULFOILLUB,GULF OIL LUB. IND. LTD.,NSE,GULFOILLUB.NS,NSE:GULFOILLUB,NSE_EQ|INE635Q01029,,,100.0,1
GULFPETRO,GP PETROLEUMS LIMITED,NSE,GULFPETRO.NS,NSE:GULFPETRO,NSE_EQ|INE586G01017,,,100.0,1
GULPOLY,GULSHAN POLYOLS LIMITED,NSE,GULPOLY.NS,NSE:GULPOLY,NSE_EQ|INE255D01024,,,100.0,1
GVKPIL,GVK POW. & INFRA LTD.,NSE,GVKPIL.NS,NSE:GVKPIL,NSE_EQ|INE251H01024,,,100.0,1
GVPIL,GE POWER INDIA LIMITED,NSE,GVPIL.NS,NSE:GVPIL,NSE_EQ|INE878A01011,,,100.0,1
GVPTECH,GVP INFOTECH LIMITED,NSE,GVPTECH.NS,NSE:GVPTECH,NSE_EQ|INE382T01030,,,100.0,1
GVT&D,GE VERNOVA T&D INDIA LTD,NSE,GVT&D.NS,NSE:GVT&D,NSE_EQ|INE200A01026,,,100.0,1
HAL,HINDUSTAN AERONAUTICS LTD,NSE,HAL.NS,NSE:HAL,NSE_EQ|INE066F01020,,,100.0,1
HALDER,HALDER VENTURE LIMITED,NSE,HALDER.NS,NSE:HALDER,NSE_EQ|INE115S01010,,,100.0,1
HALDYNGL,HALDYN GLASS LTD.,NSE,HALDYNGL.NS,NSE:HALDYNGL,NSE_EQ|INE506D01020,,,100.0,1
HALEOSLABS,HALEOS LABS LIMITED,NSE,HALEOSLABS.NS,NSE:HALEOSLABS,NSE_EQ|INE320X01016,,,100.0,1
HAPPSTMNDS,HAPPIEST MINDS TECHNO LTD,NSE,HAPPSTMNDS.NS,NSE:HAPPSTMNDS,NSE_EQ|INE419U01012,,,100.0,1
HAPPYFORGE,HAPPY FORGINGS LIMITED,NSE,HAPPYFORGE.NS,NSE:HAPPYFORGE,NSE_EQ|INE330T01021,,,100.0,1
HARDWYN,HARDWYN INDIA LIMITED,NSE,HARDWYN.NS,NSE:HARDWYN,NSE_EQ|INE626Z01029,,,100.0,1
HARIOMPIPE,HARIOM PIPE INDUSTRIES L,NSE,HARIOMPIPE.NS,NSE:HARIOMPIPE,NSE_EQ|INE00EV01017,,,100.0,1
HARRMALAYA,HARRISON MALAYALAM LTD,NSE,HARRMALAYA.NS,NSE:HARRMALAYA,NSE_EQ|INE544A01019,,,100.0,1
HARSHA,HARSHA ENGINEERS INT LTD,NSE,HARSHA.NS,NSE:HARSHA,NSE_EQ|INE0JUS01029,,,100.0,1
HATHWAY,HATHWAY CABLE & DATACOM,NSE,HATHWAY.NS,NSE:HATHWAY,NSE_EQ|INE982F01036,,,100.0,1
HATSUN,HATSUN AGRO PRODUCT LTD.,NSE,HATSUN.NS,NSE:HATSUN,NSE_EQ|INE473B01035,,,100.0,1
HAVELLS,HAVELLS INDIA LIMITED,NSE,HAVELLS.NS,NSE:HAVELLS,NSE_EQ|INE176B01034,,,100.0,1
HAVISHA,SRI HAVISHA HOSP & INFR L,NSE,HAVISHA.NS,NSE:HAVISHA,NSE_EQ|INE293B01029,,,100.0,1
HAWKINCOOK,HAWKINS COOKERS LTD,NSE,HAWKINCOOK.NS,NSE:HAWKINCOOK,NSE_EQ|INE979B01015,,,100.0,1
HBESD,H B ESTATE DEVELOPERS L,NSE,HBESD.NS,NSE:HBESD,NSE_EQ|INE640B01021,,,100.0,1
HBLENGINE,HBL ENGINEERING LTD,NSE,HBLENGINE.NS,NSE:HBLENGINE,NSE_EQ|INE292B01021,,,100.0,1
HBSL,HB STOCKHOLDINGS LIMITED,NSE,HBSL.NS,NSE:HBSL,NSE_EQ|INE550B01022,,,100.0,1
HCC,HINDUSTAN CONSTRUCTION CO,NSE,HCC.NS,NSE:HCC,NSE_EQ|INE549A01026,,,100.0,1
HCG,HEALTHCARE GLOB. ENT. LTD,NSE,HCG.NS,NSE:HCG,NSE_EQ|INE075I01017,,,100.0,1
HCL-INSYS,HCL INFOSYSTEMS LTD,NSE,HCL-INSYS.NS,NSE:HCL-INSYS,NSE_EQ|INE236A01020,,,100.0,1
HCLTECH,HCL TECHNOLOGIES LTD,NSE,HCLTECH.NS,NSE:HCLTECH,NSE_EQ|INE860A01027,,,100.0,1
HDBFS,HDB FINANCIAL SERVICES L,NSE,HDBFS.NS,NSE:HDBFS,NSE_EQ|INE756I01012,,,100.0,1
HDFCAMC,HDFC AMC LIMITED,NSE,HDFCAMC.NS,NSE:HDFCAMC,NSE_EQ|INE127D01025,,,100.0,1
HDFCBANK,HDFC BANK LTD,NSE,HDFCBANK.NS,NSE:HDFCBANK,NSE_EQ|INE040A01034,,,100.0,1
HDFCBSE500,HDFCAMC - HDFCBSE500,NSE,HDFCBSE500.NS,NSE:HDFCBSE500,NSE_EQ|INF179KC1EZ4,,,100.0,1
HDFCGOLD,HDFC GOLD ETF,NSE,HDFCGOLD.NS,NSE:HDFCGOLD,NSE_EQ|INF179KC1981,,,100.0,1
HDFCGROWTH,HDFCAMC - HDFCGROWTH,NSE,HDFCGROWTH.NS,NSE:HDFCGROWTH,NSE_EQ|INF179KC1DJ0,,,100.0,1
HDFCLIFE,HDFC LIFE INS CO LTD,NSE,HDFCLIFE.NS,NSE:HDFCLIFE,NSE_EQ|INE795G01014,,,100.0,1
HDFCLIQUID,HDFCAMC - HDFCLIQUID,NSE,HDFCLIQUID.NS,NSE:HDFCLIQUID,NSE_EQ|INF179KC1JG3,,,100.0,1
HDFCLOWVOL,HDFCAMC - HDFCLOWVOL,NSE,HDFCLOWVOL.NS,NSE:HDFCLOWVOL,NSE_EQ|INF179KC1HU8,,,100.0,1
HDFCMID150,HDFCAMC - HDFCMID150,NSE,HDFCMID150.NS,NSE:HDFCMID150,NSE_EQ|INF179KC1HT0,,,100.0,1
HDFCMOMENT,HDFCAMC - HDFCMOMENT,NSE,HDFCMOMENT.NS,NSE:HDFCMOMENT,NSE_EQ|INF179KC1HV6,,,100.0,1
HDFCNEXT50,HDFCAMC - HDFCNEXT50,NSE,HDFCNEXT50.NS,NSE:HDFCNEXT50,NSE_EQ|INF179KC1HS2,,,100.0,1
HDFCNIF100,HDFCAMC - HDFCNIF100,NSE,HDFCNIF100.NS,NSE:HDFCNIF100,NSE_EQ|INF179KC1HR4,,,100.0,1
HDFCNIFBAN,HDFCAMC - HDFCNIFBAN,NSE,HDFCNIFBAN.NS,NSE:HDFCNIFBAN,NSE_EQ|INF179KC1HY0,,,100.0,1
HDFCNIFIT,HDFCAMC - HDFCNIFIT,NSE,HDFCNIFIT.NS,NSE:HDFCNIFIT,NSE_EQ|INF179KC1IA8,,,100.0,1
HDFCNIFTY,HDFCAMC - HDFCNIFTY,NSE,HDFCNIFTY.NS,NSE:HDFCNIFTY,NSE_EQ|INF179KC1965,,,100.0,1
HDFCPSUBK,HDFCAMC HDFCPSUBK,NSE,HDFCPSUBK.NS,NSE:HDFCPSUBK,NSE_EQ|INF179KC1HW4,,,100.0,1
HDFCPVTBAN,HDFCAMC - HDFCPVTBAN,NSE,HDFCPVTBAN.NS,NSE:HDFCPVTBAN,NSE_EQ|INF179KC1HZ7,,,100.0,1
HDFCQUAL,HDFCAMC - HDFCQUAL,NSE,HDFCQUAL.NS,NSE:HDFCQUAL,NSE_EQ|INF179KC1DL6,,,100.0,1
HDFCSENSEX,HDFCAMC - HDFCSENSEX,NSE,HDFCSENSEX.NS,NSE:HDFCSENSEX,NSE_EQ|INF179KC1HX2,,,100.0,1
HDFCSILVER,HDFCAMC - HDFCSILVER,NSE,HDFCSILVER.NS,NSE:HDFCSILVER,NSE_EQ|INF179KC1DI2,,,100.0,1
HDFCSML250,HDFCAMC - HDFCSML250,NSE,HDFCSML250.NS,NSE:HDFCSML250,NSE_EQ|INF179KC1FB2,,,100.0,1
HDFCVALUE,HDFCAMC - HDFCVALUE,NSE,HDFCVALUE.NS,NSE:HDFCVALUE,NSE_EQ|INF179KC1DK8,,,100.0,1
HEADSUP,HEADS UP VENTURES LIMITED,NSE,HEADSUP.NS,NSE:HEADSUP,NSE_EQ|INE759V01019,,,100.0,1
HEALTHADD,DSPAMC - HEALTHADD,NSE,HEALTHADD.NS,NSE:HEALTHADD,NSE_EQ|INF740KA1UF4,,,100.0,1
HEALTHCARE,MIRAEAMC - HEALTHCARE,NSE,HEALTHCARE.NS,NSE:HEALTHCARE,NSE_EQ|INF769K01QA6,,,100.0,1
HEALTHIETF,ICICIPRAMC - ICICIPHARM,NSE,HEALTHIETF.NS,NSE:HEALTHIETF,NSE_EQ|INF109KC1Q72,,,100.0,1
HEALTHX,HEALTH X PLATFORM LIMITED,NSE,HEALTHX.NS,NSE:HEALTHX,NSE_EQ|INE019J01013,,,100.0,1
HEALTHY,BIRLASLAMC - HEALTHY,NSE,HEALTHY.NS,NSE:HEALTHY,NSE_EQ|INF209KB10C2,,,100.0,1
HECPROJECT,HEC INFRA PROJECTS LTD,NSE,HECPROJECT.NS,NSE:HECPROJECT,NSE_EQ|INE558R01013,,,100.0,1
HEG,HEG LTD,NSE,HEG.NS,NSE:HEG,NSE_EQ|INE545A01024,,,100.0,1
HEIDELBERG,HEIDELBERGCEMENT (I) LTD,NSE,HEIDELBERG.NS,NSE:HEIDELBERG,NSE_EQ|INE578A01017,,,100.0,1
HEMIPROP,HEMISPHERE PROP IND LTD,NSE,HEMIPROP.NS,NSE:HEMIPROP,NSE_EQ|INE0AJG01018,,,100.0,1
HERANBA,HERANBA INDUSTRIES LTD,NSE,HERANBA.NS,NSE:HERANBA,NSE_EQ|INE694N01015,,,100.0,1
HERITGFOOD,HERITAGE FOODS LTD,NSE,HERITGFOOD.NS,NSE:HERITGFOOD,NSE_EQ|INE978A01027,,,100.0,1
HEROMOTOCO,HERO MOTOCORP LIMITED,NSE,HEROMOTOCO.NS,NSE:HEROMOTOCO,NSE_EQ|INE158A01026,,,100.0,1
HESTERBIO,HESTER BIOSCIENCES LTD,NSE,HESTERBIO.NS,NSE:HESTERBIO,NSE_EQ|INE782E01017,,,100.0,1
HEXATRADEX,HEXA TRADEX LIMITED,NSE,HEXATRADEX.NS,NSE:HEXATRADEX,NSE_EQ|INE750M01017,,,100.0,1
HEXT,HEXAWARE TECHNOLOGIES LTD,NSE,HEXT.NS,NSE:HEXT,NSE_EQ|INE093A01041,,,100.0,1
HFCL,HFCL LIMITED,NSE,HFCL.NS,NSE:HFCL,NSE_EQ|INE548A01028,,,100.0,1
HGINFRA,H.G.INFRA ENGINEERING LTD,NSE,HGINFRA.NS,NSE:HGINFRA,NSE_EQ|INE926X01010,,,100.0,1
HGM,HANDSON GBL MNGMNT LTD,NSE,HGM.NS,NSE:HGM,NSE_EQ|INE596H01014,,,100.0,1
HGS,HINDUJA GLOBAL SOLS. LTD.,NSE,HGS.NS,NSE:HGS,NSE_EQ|INE170I01016,,,100.0,1
HIKAL,HIKAL LIMITED,NSE,HIKAL.NS,NSE:HIKAL,NSE_EQ|INE475B01022,,,100.0,1
